snp_index,position_bp,snp_index_qc,snp_index_pruned
5869,2305726.0,5066,1056
5876,2310974.0,5071,1057
5878,2313055.0,5073,1058
5880,2314079.0,5074,1059
5888,2317851.0,5081,1060
5905,2323956.0,5096,1061
5906,2324338.0,5097,1062
5919,2327969.0,5109,1063
5920,2328045.0,5110,1064
5925,2330080.0,5115,1065
5930,2331864.0,5119,1066
5934,2332574.0,5123,1067
5937,2333203.0,5126,1068
5945,2335732.0,5133,1069
5951,2338795.0,5138,1070
5953,2338947.0,5140,1071
5957,2339653.0,5143,1072
5962,2342508.0,5147,1073
5968,2345176.0,5153,1074
5973,2348874.0,5158,1075
5977,2350447.0,5162,1076
5983,2354973.0,5168,1077
5984,2356453.0,5169,1078
5994,2358879.0,5176,1079
6012,2367943.0,5193,1080
6013,2369658.0,5194,1081
6018,2372310.0,5198,1082
6029,2375984.0,5209,1083
6036,2379904.0,5215,1084
6043,2383402.0,5221,1085
6052,2386141.0,5229,1086
6057,2387767.0,5233,1087
6063,2389730.0,5239,1088
6065,2389909.0,5241,1089
6072,2393058.0,5247,1090
6078,2395666.0,5253,1091
6085,2397995.0,5260,1092
6087,2400026.0,5261,1093
6088,2400321.0,5262,1094
6090,2401108.0,5264,1095
6093,2402284.0,5266,1096
6100,2404689.0,5273,1097
6114,2409012.0,5284,1098
6121,2410925.0,5291,1099
6124,2411354.0,5294,1100
6136,2418701.0,5303,1101
6162,2428939.0,5323,1102
6183,2437576.0,5341,1103
6189,2442307.0,5347,1104
6190,2442366.0,5348,1105
6202,2447395.0,5358,1106
6205,2447792.0,5361,1107
6206,2448297.0,5362,1108
6208,2449367.0,5364,1109
6210,2449464.0,5365,1110
6211,2449681.0,5366,1111
6219,2453518.0,5374,1112
6249,2457650.0,5402,1113
6253,2460711.0,5406,1114
6256,2461147.0,5409,1115
6264,2463642.0,5416,1116
6265,2463932.0,5417,1117
6272,2467163.0,5424,1118
6278,2469093.0,5429,1119
6290,2471931.0,5440,1120
6293,2472713.0,5443,1121
6297,2474530.0,5446,1122
6303,2475401.0,5452,1123
6304,2475762.0,5453,1124
6315,2480058.0,5463,1125
6316,2480232.0,5464,1126
6320,2482665.0,5468,1127
6330,2487480.0,5477,1128
6335,2488887.0,5481,1129
6338,2489470.0,5484,1130
6356,2501228.0,5500,1131
6362,2503471.0,5505,1132
6365,2505012.0,5508,1133
6369,2507681.0,5511,1134
6373,2508909.0,5515,1135
6376,2510393.0,5518,1136
6378,2510773.0,5520,1137
6383,2512928.0,5524,1138
6384,2513274.0,5525,1139
6386,2513948.0,5527,1140
6391,2516469.0,5532,1141
6393,2517318.0,5534,1142
6396,2518773.0,5536,1143
6397,2518811.0,5537,1144
6398,2519147.0,5538,1145
6401,2520014.0,5540,1146
6408,2521921.0,5545,1147
6410,2522758.0,5546,1148
6411,2522870.0,5547,1149
6414,2524539.0,5549,1150
6425,2526592.0,5560,1151
6433,2533254.0,5567,1152
6440,2535797.0,5574,1153
6442,2535899.0,5576,1154
6447,2539315.0,5580,1155
6448,2539942.0,5581,1156
6457,2543112.0,5589,1157
6459,2543488.0,5591,1158
6466,2546582.0,5596,1159
6481,2552446.0,5609,1160
6485,2553036.0,5613,1161
6505,2561696.0,5631,1162
6508,2562471.0,5634,1163
6513,2565916.0,5637,1164
6516,2567423.0,5640,1165
6518,2568297.0,5642,1166
6535,2572221.0,5658,1167
6537,2572989.0,5660,1168
6544,2575700.0,5665,1169
6545,2575809.0,5666,1170
6548,2576096.0,5668,1171
6553,2578727.0,5673,1172
6556,2579401.0,5675,1173
6557,2580107.0,5676,1174
6558,2580352.0,5677,1175
6559,2580406.0,5678,1176
6568,2584096.0,5686,1177
6573,2586998.0,5691,1178
6588,2597411.0,5702,1179
6590,2598154.0,5704,1180
6601,2604668.0,5714,1181
6602,2604704.0,5715,1182
6604,2605814.0,5716,1183
6605,2605910.0,5717,1184
6615,2609584.0,5726,1185
6617,2610179.0,5728,1186
6623,2612813.0,5732,1187
6625,2613125.0,5734,1188
6631,2615942.0,5740,1189
6633,2617222.0,5742,1190
6634,2617239.0,5743,1191
6635,2617331.0,5744,1192
6642,2619595.0,5749,1193
6645,2620810.0,5751,1194
6650,2621830.0,5755,1195
6651,2622639.0,5756,1196
6652,2622816.0,5757,1197
6682,2629307.0,5784,1198
6688,2630483.0,5789,1199
6689,2632751.0,5790,1200
6702,2634789.0,5801,1201
6725,2646953.0,5822,1202
6726,2647226.0,5823,1203
6732,2649730.0,5828,1204
6733,2650300.0,5829,1205
6746,2659456.0,5838,1206
6754,2665040.0,5845,1207
6757,2666063.0,5848,1208
6761,2668121.0,5852,1209
6764,2668847.0,5855,1210
6766,2669002.0,5857,1211
6778,2674993.0,5868,1212
6781,2676008.0,5871,1213
6789,2678050.0,5879,1214
6791,2678602.0,5881,1215
6814,2685124.0,5902,1216
6817,2685972.0,5905,1217
6818,2686100.0,5906,1218
6823,2687218.0,5911,1219
6844,2693683.0,5930,1220
6855,2697017.0,5939,1221
6870,2705836.0,5950,1222
6872,2706202.0,5952,1223
6874,2707099.0,5954,1224
6876,2709766.0,5956,1225
6883,2712140.0,5962,1226
6890,2714145.0,5967,1227
6894,2716760.0,5971,1228
6898,2718503.0,5974,1229
6899,2719195.0,5975,1230
6903,2722103.0,5979,1231
6905,2723177.0,5981,1232
6907,2724002.0,5982,1233
6909,2725211.0,5984,1234
6918,2730269.0,5991,1235
6925,2732501.0,5997,1236
6931,2735908.0,6001,1237
6934,2737514.0,6004,1238
6937,2737879.0,6007,1239
6939,2738052.0,6009,1240
6953,2743214.0,6020,1241
6958,2745245.0,6023,1242
6971,2749487.0,6036,1243
6983,2755022.0,6044,1244
6987,2756502.0,6047,1245
6988,2756607.0,6048,1246
6989,2757291.0,6049,1247
6993,2758507.0,6053,1248
7002,2762110.0,6060,1249
7009,2764121.0,6065,1250
7016,2767111.0,6071,1251
7028,2771381.0,6081,1252
7031,2773292.0,6084,1253
7041,2775414.0,6093,1254
7043,2776391.0,6094,1255
7048,2777755.0,6099,1256
7058,2782289.0,6107,1257
7064,2784298.0,6112,1258
7065,2784542.0,6113,1259
7071,2786942.0,6118,1260
7074,2787844.0,6121,1261
7077,2788820.0,6123,1262
7080,2790273.0,6126,1263
7081,2790645.0,6127,1264
7094,2798915.0,6135,1265
7096,2799423.0,6137,1266
7097,2799439.0,6138,1267
7104,2803032.0,6144,1268
7105,2803675.0,6145,1269
7106,2804080.0,6146,1270
7112,2808179.0,6152,1271
7139,2821465.0,6174,1272
7140,2821795.0,6175,1273
7148,2825669.0,6181,1274
7150,2825729.0,6182,1275
7157,2829831.0,6188,1276
7158,2831286.0,6189,1277
7170,2839125.0,6200,1278
7174,2840215.0,6204,1279
7176,2841615.0,6206,1280
7182,2844567.0,6211,1281
7187,2846189.0,6215,1282
7192,2847909.0,6218,1283
7193,2847929.0,6219,1284
7198,2848759.0,6224,1285
7200,2848890.0,6226,1286
7207,2850464.0,6230,1287
7209,2851172.0,6232,1288
7213,2852645.0,6236,1289
7215,2853206.0,6238,1290
7221,2854342.0,6244,1291
7222,2854401.0,6245,1292
7233,2859762.0,6253,1293
7240,2862638.0,6258,1294
7241,2862648.0,6259,1295
7244,2864751.0,6261,1296
7249,2867100.0,6265,1297
7252,2868338.0,6268,1298
7256,2869910.0,6272,1299
7261,2871296.0,6277,1300
7266,2872262.0,6282,1301
7270,2873960.0,6286,1302
7275,2876354.0,6290,1303
7279,2878245.0,6294,1304
7284,2880980.0,6298,1305
7285,2882298.0,6299,1306
7293,2885244.0,6306,1307
7302,2888515.0,6314,1308
7308,2892041.0,6319,1309
7311,2892531.0,6322,1310
7317,2894989.0,6328,1311
7320,2895747.0,6331,1312
7341,2901694.0,6347,1313
7342,2901985.0,6348,1314
7348,2903901.0,6352,1315
7351,2905332.0,6355,1316
7361,2907184.0,6363,1317
7363,2907386.0,6364,1318
7366,2908514.0,6366,1319
7367,2908926.0,6367,1320
7370,2909895.0,6370,1321
7372,2911143.0,6372,1322
7379,2916624.0,6377,1323
7382,2917306.0,6380,1324
7391,2921083.0,6388,1325
7396,2923548.0,6393,1326
7404,2926684.0,6400,1327
7416,2933550.0,6412,1328
7419,2934874.0,6415,1329
7423,2937534.0,6419,1330
7424,2937631.0,6420,1331
7428,2939259.0,6424,1332
7433,2940892.0,6428,1333
7435,2941445.0,6430,1334
7438,2943982.0,6433,1335
7439,2944042.0,6434,1336
7440,2944076.0,6435,1337
7441,2944987.0,6436,1338
7444,2946188.0,6438,1339
7456,2949269.0,6448,1340
7457,2949684.0,6449,1341
7461,2950926.0,6453,1342
7480,2958232.0,6471,1343
7485,2960401.0,6475,1344
7489,2961253.0,6479,1345
7493,2962904.0,6483,1346
7494,2963065.0,6484,1347
7501,2967034.0,6491,1348
7507,2969267.0,6497,1349
7508,2969711.0,6498,1350
7514,2972468.0,6502,1351
7523,2975920.0,6509,1352
7524,2976392.0,6510,1353
7527,2977765.0,6512,1354
7536,2981113.0,6521,1355
7547,2983707.0,6528,1356
7548,2983900.0,6529,1357
7551,2984557.0,6531,1358
7552,2984808.0,6532,1359
7554,2985574.0,6534,1360
7566,2992412.0,6545,1361
7575,2995342.0,6553,1362
7578,2998031.0,6556,1363
7581,2998518.0,6558,1364
7583,2999033.0,6560,1365
7590,3001050.0,6563,1366
7591,3001262.0,6564,1367
7594,3002403.0,6567,1368
7603,3006063.0,6575,1369
7611,3008400.0,6583,1370
7615,3009401.0,6587,1371
7621,3013026.0,6593,1372
7632,3017200.0,6601,1373
7633,3017747.0,6602,1374
7636,3020085.0,6605,1375
7647,3023164.0,6614,1376
7654,3025633.0,6620,1377
7682,3035884.0,6644,1378
7684,3036092.0,6646,1379
7696,3038731.0,6657,1380
7703,3041135.0,6664,1381
7706,3042997.0,6666,1382
7710,3044341.0,6670,1383
7714,3044723.0,6674,1384
7720,3048461.0,6680,1385
7726,3049899.0,6686,1386
7731,3052601.0,6691,1387
7736,3054422.0,6695,1388
7740,3055263.0,6699,1389
7741,3055330.0,6700,1390
7745,3056688.0,6704,1391
7751,3059245.0,6709,1392
7759,3062192.0,6717,1393
7768,3065434.0,6725,1394
7769,3065656.0,6726,1395
7770,3065769.0,6727,1396
7781,3070200.0,6737,1397
7782,3070314.0,6738,1398
7790,3073436.0,6744,1399
7794,3077061.0,6748,1400
7800,3080896.0,6753,1401
7802,3082140.0,6755,1402
7804,3082961.0,6757,1403
7805,3083447.0,6758,1404
7811,3085400.0,6763,1405
7820,3087938.0,6772,1406
7823,3088766.0,6774,1407
7826,3089706.0,6777,1408
7831,3091205.0,6782,1409
7848,3096147.0,6795,1410
7851,3097454.0,6797,1411
7854,3098002.0,6799,1412
7861,3099871.0,6805,1413
7864,3100807.0,6808,1414
7872,3104337.0,6816,1415
7893,3110706.0,6835,1416
7909,3116402.0,6848,1417
7920,3120849.0,6858,1418
7922,3121547.0,6859,1419
7931,3125480.0,6868,1420
7939,3128329.0,6874,1421
7942,3129225.0,6877,1422
7945,3130240.0,6879,1423
7947,3131481.0,6880,1424
7950,3132567.0,6883,1425
7956,3136826.0,6889,1426
7962,3140160.0,6895,1427
7966,3141939.0,6899,1428
7988,3149089.0,6917,1429
7996,3153235.0,6925,1430
7998,3155148.0,6926,1431
8001,3156083.0,6929,1432
8002,3156989.0,6930,1433
8009,3163769.0,6936,1434
8010,3163904.0,6937,1435
8017,3166409.0,6942,1436
8023,3168797.0,6947,1437
8032,3173564.0,6955,1438
8036,3174565.0,6958,1439
8037,3174588.0,6959,1440
8038,3174895.0,6960,1441
8047,3179192.0,6969,1442
8048,3179515.0,6970,1443
8051,3180498.0,6972,1444
8052,3181954.0,6973,1445
8058,3184470.0,6978,1446
8065,3187028.0,6985,1447
8075,3190931.0,6993,1448
8086,3196408.0,7003,1449
8089,3199633.0,7005,1450
8091,3200403.0,7007,1451
8092,3200575.0,7008,1452
8104,3205434.0,7015,1453
8109,3209544.0,7020,1454
8110,3210346.0,7021,1455
8111,3211305.0,7022,1456
8118,3213152.0,7029,1457
8121,3214384.0,7032,1458
8130,3217656.0,7040,1459
8139,3222495.0,7049,1460
8148,3227298.0,7056,1461
8149,3228085.0,7057,1462
8150,3228818.0,7058,1463
8152,3229082.0,7060,1464
8153,3229357.0,7061,1465
8156,3231207.0,7063,1466
8158,3231628.0,7065,1467
8161,3234145.0,7068,1468
8164,3236204.0,7071,1469
8165,3236851.0,7072,1470
8166,3237063.0,7073,1471
8172,3240737.0,7077,1472
8177,3242643.0,7080,1473
8189,3248855.0,7088,1474
8192,3250007.0,7090,1475
8208,3262842.0,7103,1476
8213,3267140.0,7105,1477
8216,3268778.0,7107,1478
8217,3268991.0,7108,1479
8221,3273667.0,7112,1480
8231,3280304.0,7121,1481
8232,3280539.0,7122,1482
8235,3282331.0,7125,1483
8243,3288400.0,7131,1484
8247,3291679.0,7134,1485
8249,3292508.0,7135,1486
8252,3293433.0,7137,1487
8261,3299612.0,7144,1488
8270,3303078.0,7153,1489
8271,3303111.0,7154,1490
8272,3303218.0,7155,1491
8278,3304837.0,7161,1492
8280,3306927.0,7163,1493
8285,3309138.0,7167,1494
8288,3309714.0,7169,1495
8291,3310831.0,7172,1496
8292,3311353.0,7173,1497
8314,3317957.0,7193,1498
8315,3318243.0,7194,1499
8370,3340116.0,7242,1500
8371,3340724.0,7243,1501
8389,3347898.0,7260,1502
8394,3351001.0,7264,1503
8395,3351131.0,7265,1504
8397,3351648.0,7267,1505
8399,3353974.0,7269,1506
8407,3355009.0,7276,1507
8417,3360668.0,7283,1508
8421,3364897.0,7286,1509
8425,3365886.0,7290,1510
8429,3367361.0,7294,1511
8435,3370179.0,7300,1512
8438,3371283.0,7303,1513
8443,3374144.0,7307,1514
8453,3380404.0,7315,1515
8455,3381409.0,7316,1516
8456,3381571.0,7317,1517
8467,3387741.0,7327,1518
8472,3391541.0,7332,1519
8476,3392672.0,7334,1520
8479,3393145.0,7337,1521
8481,3394547.0,7338,1522
8495,3402226.0,7351,1523
8497,3402730.0,7353,1524
8498,3402923.0,7354,1525
8509,3404565.0,7362,1526
8513,3406314.0,7366,1527
8515,3407556.0,7368,1528
8526,3412807.0,7377,1529
8527,3413036.0,7378,1530
8539,3417306.0,7389,1531
8540,3417704.0,7390,1532
8544,3419828.0,7394,1533
8565,3427680.0,7412,1534
8567,3428230.0,7414,1535
8577,3433253.0,7422,1536
8578,3433507.0,7423,1537
8583,3435920.0,7427,1538
8586,3437798.0,7430,1539
8591,3439359.0,7435,1540
8605,3448133.0,7447,1541
8618,3452813.0,7458,1542
8622,3456436.0,7460,1543
8623,3456764.0,7461,1544
8629,3459978.0,7467,1545
8636,3463865.0,7473,1546
8653,3470733.0,7489,1547
8655,3470772.0,7491,1548
8667,3477388.0,7503,1549
8674,3479973.0,7510,1550
8677,3482795.0,7513,1551
8683,3485168.0,7518,1552
8684,3485600.0,7519,1553
8689,3489506.0,7524,1554
8691,3490034.0,7526,1555
8693,3492605.0,7528,1556
8697,3493407.0,7532,1557
8705,3497372.0,7539,1558
8707,3498016.0,7541,1559
8713,3502784.0,7546,1560
8714,3504378.0,7547,1561
8722,3507459.0,7553,1562
8727,3509147.0,7557,1563
8728,3510112.0,7558,1564
8730,3511158.0,7560,1565
8737,3513680.0,7567,1566
8738,3514022.0,7568,1567
8744,3518684.0,7574,1568
8753,3524945.0,7580,1569
8754,3525007.0,7581,1570
8759,3526999.0,7586,1571
8773,3533877.0,7599,1572
8775,3534071.0,7601,1573
8792,3541389.0,7617,1574
8799,3543447.0,7624,1575
8800,3544560.0,7625,1576
8803,3548234.0,7627,1577
8804,3550295.0,7628,1578
8805,3550729.0,7629,1579
8830,3563307.0,7650,1580
8831,3563323.0,7651,1581
8836,3565134.0,7654,1582
8838,3565495.0,7656,1583
8842,3566534.0,7659,1584
8843,3566812.0,7660,1585
8845,3567413.0,7662,1586
8846,3567450.0,7663,1587
8852,3572222.0,7668,1588
8866,3575917.0,7680,1589
8872,3581101.0,7686,1590
8875,3582110.0,7689,1591
8881,3585372.0,7695,1592
8882,3585532.0,7696,1593
8883,3586100.0,7697,1594
8896,3593287.0,7708,1595
8916,3601857.0,7727,1596
8932,3608163.0,7741,1597
8947,3614107.0,7755,1598
8948,3614649.0,7756,1599
8950,3614867.0,7757,1600
8977,3625194.0,7777,1601
8978,3625479.0,7778,1602
8979,3625962.0,7779,1603
8996,3632592.0,7794,1604
9002,3635810.0,7799,1605
9003,3635868.0,7800,1606
9004,3636007.0,7801,1607
9005,3636075.0,7802,1608
9030,3643720.0,7826,1609
9034,3646442.0,7830,1610
9036,3648042.0,7831,1611
9039,3650160.0,7834,1612
9041,3650853.0,7836,1613
9056,3656781.0,7848,1614
9075,3664440.0,7865,1615
9076,3664679.0,7866,1616
9082,3667977.0,7871,1617
9089,3670640.0,7878,1618
9091,3672513.0,7880,1619
9095,3673413.0,7884,1620
9098,3674208.0,7886,1621
9104,3678513.0,7891,1622
9106,3679015.0,7893,1623
9107,3680113.0,7894,1624
9116,3683467.0,7900,1625
9125,3686554.0,7909,1626
9128,3688585.0,7912,1627
9132,3689475.0,7916,1628
9138,3692037.0,7921,1629
9145,3694979.0,7927,1630
9151,3696382.0,7932,1631
9166,3699998.0,7946,1632
9172,3702244.0,7951,1633
9198,3707899.0,7972,1634
9201,3708452.0,7975,1635
9202,3708526.0,7976,1636
9207,3711534.0,7981,1637
9216,3715858.0,7988,1638
9225,3720189.0,7995,1639
9228,3720474.0,7996,1640
9229,3720848.0,7997,1641
9230,3721146.0,7998,1642
9244,3725321.0,8009,1643
9264,3733402.0,8026,1644
9267,3734261.0,8028,1645
9270,3735611.0,8030,1646
9275,3738791.0,8034,1647
9278,3740934.0,8037,1648
9279,3741233.0,8038,1649
9288,3745324.0,8046,1650
9290,3745965.0,8048,1651
9295,3747949.0,8053,1652
9316,3753928.0,8072,1653
9331,3758172.0,8086,1654
9339,3761288.0,8094,1655
9345,3764776.0,8100,1656
9349,3768162.0,8104,1657
9354,3770463.0,8109,1658
9356,3771322.0,8110,1659
9358,3771396.0,8111,1660
9362,3772991.0,8114,1661
9364,3773377.0,8116,1662
9365,3773797.0,8117,1663
9372,3774747.0,8123,1664
9382,3776454.0,8133,1665
9386,3776967.0,8135,1666
9390,3777702.0,8139,1667
9391,3777708.0,8140,1668
9392,3777768.0,8141,1669
9409,3782451.0,8155,1670
9422,3785828.0,8164,1671
9428,3789420.0,8169,1672
9430,3790525.0,8171,1673
9436,3792946.0,8176,1674
9446,3797976.0,8185,1675
9449,3799306.0,8188,1676
9456,3801281.0,8194,1677
9458,3801338.0,8196,1678
9459,3801676.0,8197,1679
9464,3803063.0,8201,1680
9475,3806815.0,8211,1681
9478,3807772.0,8214,1682
9496,3814861.0,8227,1683
9508,3817716.0,8235,1684
9512,3820287.0,8238,1685
9513,3820994.0,8239,1686
9514,3822899.0,8240,1687
9527,3827736.0,8250,1688
9550,3839504.0,8268,1689
9551,3839855.0,8269,1690
9553,3841398.0,8270,1691
9563,3848651.0,8277,1692
9564,3848654.0,8278,1693
9565,3848714.0,8279,1694
9566,3849335.0,8280,1695
9567,3850093.0,8281,1696
9569,3850555.0,8283,1697
9572,3851809.0,8286,1698
9577,3853670.0,8291,1699
9579,3854016.0,8293,1700
9584,3855224.0,8298,1701
9585,3855541.0,8299,1702
9593,3858655.0,8304,1703
9595,3859405.0,8306,1704
9598,3860477.0,8309,1705
9603,3861901.0,8313,1706
9607,3864414.0,8315,1707
9609,3864588.0,8317,1708
9614,3865538.0,8322,1709
9619,3868442.0,8327,1710
9620,3868998.0,8328,1711
9625,3870483.0,8333,1712
9636,3878341.0,8342,1713
9639,3879798.0,8344,1714
9648,3884384.0,8352,1715
9653,3889203.0,8354,1716
9654,3889459.0,8355,1717
9656,3889975.0,8357,1718
9657,3890899.0,8358,1719
9661,3892837.0,8362,1720
9663,3893630.0,8364,1721
9671,3895788.0,8369,1722
9673,3896297.0,8371,1723
9677,3899268.0,8373,1724
9685,3903869.0,8380,1725
9700,3909253.0,8392,1726
9701,3909640.0,8393,1727
9711,3912995.0,8401,1728
9718,3915441.0,8407,1729
9722,3916034.0,8409,1730
9747,3927771.0,8432,1731
9751,3928568.0,8436,1732
9758,3930723.0,8440,1733
9759,3931313.0,8441,1734
9764,3932030.0,8445,1735
9767,3932592.0,8448,1736
9774,3936841.0,8455,1737
9778,3938683.0,8458,1738
9779,3938983.0,8459,1739
9783,3942324.0,8463,1740
9784,3942330.0,8464,1741
9790,3944736.0,8470,1742
9793,3946070.0,8472,1743
9806,3949500.0,8484,1744
9810,3951203.0,8487,1745
9811,3951227.0,8488,1746
9813,3951932.0,8489,1747
9822,3956961.0,8496,1748
9831,3961527.0,8503,1749
9833,3962335.0,8505,1750
9835,3964068.0,8507,1751
9836,3965179.0,8508,1752
9846,3970190.0,8516,1753
9857,3973744.0,8525,1754
9860,3974354.0,8528,1755
9862,3975409.0,8530,1756
9866,3976243.0,8533,1757
9873,3977332.0,8538,1758
9876,3977630.0,8540,1759
9877,3977960.0,8541,1760
9887,3982932.0,8549,1761
9888,3983069.0,8550,1762
9902,3988105.0,8563,1763
9912,3991525.0,8570,1764
9913,3991957.0,8571,1765
9915,3993001.0,8572,1766
9917,3994781.0,8574,1767
9920,3995631.0,8577,1768
9926,3997544.0,8583,1769
9927,3997645.0,8584,1770
9935,4001092.0,8592,1771
9942,4002952.0,8597,1772
9954,4008542.0,8608,1773
9962,4011145.0,8616,1774
9972,4013770.0,8626,1775
9973,4014108.0,8627,1776
9979,4016911.0,8632,1777
9984,4018826.0,8636,1778
9999,4023330.0,8650,1779
10000,4023481.0,8651,1780
10006,4026575.0,8656,1781
10016,4029848.0,8663,1782
10017,4029849.0,8664,1783
10026,4033200.0,8671,1784
10039,4039814.0,8682,1785
10047,4045243.0,8689,1786
10048,4046377.0,8690,1787
10056,4047923.0,8698,1788
10067,4050356.0,8709,1789
10086,4056430.0,8725,1790
10087,4057187.0,8726,1791
10092,4058979.0,8730,1792
10093,4059051.0,8731,1793
10104,4063695.0,8740,1794
10105,4063818.0,8741,1795
10107,4064659.0,8742,1796
10111,4065479.0,8746,1797
10115,4067950.0,8749,1798
10117,4068078.0,8751,1799
10118,4068749.0,8752,1800
10123,4070095.0,8756,1801
10124,4070167.0,8757,1802
10128,4071459.0,8761,1803
10130,4071996.0,8763,1804
10134,4073276.0,8767,1805
10143,4078062.0,8774,1806
10148,4080107.0,8777,1807
10149,4080522.0,8778,1808
10155,4082718.0,8784,1809
10176,4091097.0,8801,1810
10177,4091162.0,8802,1811
10186,4093422.0,8810,1812
10190,4095493.0,8814,1813
10196,4098284.0,8820,1814
10198,4098616.0,8822,1815
10200,4099183.0,8824,1816
10201,4099220.0,8825,1817
10208,4104038.0,8831,1818
10209,4104444.0,8832,1819
10212,4106187.0,8835,1820
10217,4107152.0,8840,1821
10222,4109221.0,8845,1822
10226,4110610.0,8849,1823
10247,4116715.0,8866,1824
10253,4118111.0,8872,1825
10263,4123188.0,8880,1826
10264,4124041.0,8881,1827
10266,4124811.0,8883,1828
10273,4126778.0,8889,1829
10285,4129740.0,8898,1830
10289,4130608.0,8902,1831
10308,4140485.0,8919,1832
10309,4140618.0,8920,1833
10311,4140970.0,8921,1834
10314,4141481.0,8924,1835
10321,4143385.0,8931,1836
10324,4144467.0,8934,1837
10349,4151861.0,8954,1838
10352,4152867.0,8957,1839
10353,4152946.0,8958,1840
10355,4153734.0,8960,1841
10383,4158908.0,8983,1842
10392,4162824.0,8990,1843
10396,4163640.0,8993,1844
10412,4169333.0,9006,1845
10414,4169985.0,9008,1846
10415,4170376.0,9009,1847
10421,4173331.0,9013,1848
10431,4176107.0,9022,1849
10439,4179188.0,9030,1850
10445,4180018.0,9036,1851
10447,4181556.0,9038,1852
10448,4181663.0,9039,1853
10461,4184975.0,9051,1854
10464,4185258.0,9054,1855
10474,4193357.0,9062,1856
10486,4199004.0,9070,1857
10487,4199554.0,9071,1858
10489,4199732.0,9073,1859
10503,4203648.0,9085,1860
10504,4203819.0,9086,1861
10507,4204712.0,9089,1862
10510,4206857.0,9092,1863
10516,4210648.0,9097,1864
10517,4210701.0,9098,1865
10519,4211112.0,9100,1866
10526,4214195.0,9106,1867
10527,4215399.0,9107,1868
10528,4215512.0,9108,1869
10530,4216326.0,9110,1870
10543,4227343.0,9122,1871
10544,4227380.0,9123,1872
10546,4227459.0,9124,1873
10548,4227797.0,9126,1874
10555,4229710.0,9133,1875
10556,4229768.0,9134,1876
10564,4234065.0,9141,1877
10569,4235532.0,9145,1878
10573,4236498.0,9149,1879
10576,4237348.0,9152,1880
10587,4244903.0,9160,1881
10593,4248993.0,9165,1882
10594,4249088.0,9166,1883
10596,4249686.0,9168,1884
10598,4250504.0,9169,1885
10599,4251469.0,9170,1886
10605,4252045.0,9174,1887
10609,4254759.0,9178,1888
10616,4257536.0,9185,1889
10617,4257689.0,9186,1890
10623,4258778.0,9190,1891
10624,4258909.0,9191,1892
10632,4262556.0,9196,1893
10634,4263606.0,9198,1894
10641,4268510.0,9205,1895
10642,4268538.0,9206,1896
10645,4269256.0,9208,1897
10651,4271505.0,9214,1898
10653,4271797.0,9215,1899
10671,4275996.0,9228,1900
10679,4277581.0,9236,1901
10692,4285416.0,9248,1902
10693,4285445.0,9249,1903
10695,4286801.0,9250,1904
10706,4288163.0,9258,1905
10712,4290232.0,9264,1906
10726,4296367.0,9273,1907
10730,4298441.0,9277,1908
10732,4299840.0,9279,1909
10736,4300927.0,9281,1910
10739,4301359.0,9284,1911
10740,4302167.0,9285,1912
10743,4303096.0,9287,1913
10747,4303981.0,9290,1914
10763,4309030.0,9305,1915
10768,4312909.0,9310,1916
10770,4313580.0,9312,1917
10776,4319464.0,9318,1918
10777,4319764.0,9319,1919
10794,4324523.0,9336,1920
10803,4326813.0,9342,1921
10808,4328688.0,9344,1922
10822,4332738.0,9354,1923
10826,4334271.0,9358,1924
10835,4339154.0,9366,1925
10838,4340208.0,9369,1926
10845,4341899.0,9374,1927
10849,4343531.0,9378,1928
10851,4344559.0,9380,1929
10864,4347953.0,9391,1930
10875,4351854.0,9401,1931
10876,4352383.0,9402,1932
10877,4352683.0,9403,1933
10881,4353625.0,9407,1934
10892,4359499.0,9414,1935
10895,4361918.0,9417,1936
10906,4365679.0,9428,1937
10913,4368250.0,9432,1938
10917,4370559.0,9434,1939
10920,4371791.0,9437,1940
10925,4373980.0,9438,1941
10926,4374883.0,9439,1942
10937,4380075.0,9448,1943
10938,4380554.0,9449,1944
10942,4382826.0,9453,1945
10944,4383663.0,9455,1946
10945,4384015.0,9456,1947
10952,4386464.0,9462,1948
10968,4392211.0,9477,1949
10969,4392407.0,9478,1950
10975,4394754.0,9482,1951
10985,4398785.0,9492,1952
10992,4400988.0,9498,1953
11008,4406053.0,9512,1954
11018,4409476.0,9522,1955
11026,4412597.0,9529,1956
11032,4414701.0,9534,1957
11034,4415160.0,9536,1958
11035,4416238.0,9537,1959
11040,4418566.0,9539,1960
11043,4420246.0,9542,1961
11044,4420389.0,9543,1962
11063,4427641.0,9559,1963
11068,4429025.0,9564,1964
11074,4433130.0,9570,1965
11081,4435614.0,9575,1966
11085,4436861.0,9577,1967
11086,4437145.0,9578,1968
11095,4442679.0,9586,1969
11098,4443503.0,9589,1970
11099,4443975.0,9590,1971
11101,4445513.0,9591,1972
11133,4455978.0,9619,1973
11134,4456489.0,9620,1974
11136,4456933.0,9622,1975
11137,4457414.0,9623,1976
11144,4459919.0,9628,1977
11145,4460095.0,9629,1978
11157,4464023.0,9638,1979
11159,4464907.0,9640,1980
11162,4466507.0,9643,1981
11168,4469191.0,9647,1982
11169,4469402.0,9648,1983
11171,4471117.0,9650,1984
11172,4471165.0,9651,1985
11178,4475065.0,9656,1986
